Date,Country,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
January 31 2021,Stevens,WA,Passenger,37,40,77,30256,30333,0.25
June 30 2019,Clallam,WA,Passenger,173,141,314,50501,50815,0.62
February 28 2019,Thurston,WA,Passenger,782,593,1375,195800,197175,0.7
December 31 2021,Grays Harbor,WA,Passenger,192,157,349,49426,49775,0.7
November 30 2021,Maricopa,AZ,Passenger,8,5,13,1204,1217,1.07
October 31 2022,Middlesex,NJ,Passenger,1,0,1,19,20,5
November 30 2023,Oldham,KY,Passenger,0,1,1,2,3,33.33
May 31 2020,Yakima,WA,Passenger,132,117,249,164992,165241,0.15
October 31 2018,Jefferson,WA,Passenger,163,101,264,24781,25045,1.05
March 31 2019,Kittitas,WA,Truck,0,0,0,14253,14253,0
September 30 2023,Harnett,NC,Passenger,4,0,4,136,140,2.86
August 31 2019,Lake,IL,Passenger,1,0,1,175,176,0.57
October 31 2018,Rogers,OK,Passenger,1,0,1,7,8,12.5
December 31 2023,Rockingham,NH,Passenger,1,0,1,10,11,9.09
August 31 2023,Whatcom,WA,Truck,66,0,66,42603,42669,0.15
January 31 2023,Grant,WA,Truck,5,0,5,28015,28020,0.02
June 30 2019,Wahkiakum,WA,Truck,0,0,0,1755,1755,0
June 30 2022,San Juan,WA,Passenger,513,157,670,14056,14726,4.55
November 30 2018,Ferry,WA,Passenger,3,2,5,4384,4389,0.11
April 30 2019,Harnett,NC,Passenger,1,1,2,222,224,0.89
February 28 2023,Carroll,MD,Passenger,0,1,1,19,20,5
December 31 2017,Ramsey,MN,Passenger,1,0,1,40,41,2.44
September 30 2018,Marion,IN,Passenger,1,0,1,120,121,0.83
July 31 2018,Montgomery,PA,Passenger,2,0,2,34,36,5.56
December 31 2017,Shelby,TN,Passenger,0,1,1,107,108,0.93
November 30 2018,Thurston,WA,Truck,0,0,0,54920,54920,0
February 29 2020,Ada,ID,Passenger,0,1,1,301,302,0.33
February 28 2019,Duval,FL,Passenger,1,2,3,389,392,0.77
December 31 2022,Solano,CA,Passenger,2,0,2,153,155,1.29
March 31 2019,Denver,CO,Passenger,1,0,1,133,134,0.75
October 31 2019,King,WA,Passenger,21365,7390,28755,1395699,1424454,2.02
June 30 2018,Pend Oreille,WA,Passenger,5,5,10,9549,9559,0.1
April 30 2021,Miami-Dade,FL,Passenger,1,0,1,97,98,1.02
May 31 2023,Escambia,FL,Passenger,0,1,1,136,137,0.73
July 31 2023,Carroll,MD,Passenger,0,1,1,18,19,5.26
September 30 2021,Washtenaw,MI,Passenger,0,1,1,30,31,3.23
December 31 2018,Douglas,WA,Passenger,50,34,84,28006,28090,0.3
March 31 2021,Chesapeake,VA,Passenger,0,2,2,407,409,0.49
December 31 2022,Jefferson,WA,Truck,6,0,6,9358,9364,0.06
December 31 2022,Arapahoe,CO,Passenger,0,1,1,84,85,1.18
November 30 2021,Collier,FL,Passenger,1,0,1,21,22,4.55
February 28 2022,Santa Cruz,CA,Passenger,1,0,1,29,30,3.33
November 30 2020,Sumter,FL,Passenger,0,1,1,10,11,9.09
January 31 2019,Douglas,NE,Passenger,0,1,1,69,70,1.43
February 28 2021,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50
August 31 2017,Yakima,WA,Passenger,54,67,121,160136,160257,0.08
February 29 2020,Yakima,WA,Passenger,123,116,239,165932,166171,0.14
September 30 2020,Ferry,WA,Passenger,8,3,11,4306,4317,0.25
November 30 2020,Shelby,OH,Passenger,0,1,1,2,3,33.33
June 30 2021,Columbia,WA,Passenger,6,2,8,2466,2474,0.32
May 31 2017,,,Passenger,2,0,2,458,460,0.43
July 31 2022,Duval,FL,Passenger,0,2,2,286,288,0.69
January 31 2019,Lee,AL,Passenger,1,0,1,35,36,2.78
September 30 2022,Yavapai,AZ,Passenger,0,1,1,23,24,4.17
March 31 2023,Jefferson,NY,Passenger,2,1,3,196,199,1.51
February 28 2021,New London,CT,Passenger,1,1,2,227,229,0.87
September 30 2023,Whatcom,WA,Passenger,2726,960,3686,147563,151249,2.44
March 31 2023,Pend Oreille,WA,Passenger,28,13,41,8921,8962,0.46
July 31 2021,Pacific,WA,Truck,0,0,0,7957,7957,0
June 30 2023,Deschutes,OR,Passenger,1,0,1,63,64,1.56
April 30 2017,Arlington,VA,Passenger,1,1,2,169,171,1.17
October 31 2023,Galveston,TX,Passenger,0,1,1,13,14,7.14
February 29 2020,Clallam,WA,Passenger,206,163,369,50804,51173,0.72
December 31 2018,Broward,FL,Passenger,2,1,3,130,133,2.26
February 28 2019,Santa Rosa,FL,Passenger,1,0,1,91,92,1.09
April 30 2023,Pulaski,MO,Passenger,2,0,2,93,95,2.11
July 31 2021,Ulster,NY,Passenger,1,0,1,13,14,7.14
December 31 2019,Ramsey,MN,Passenger,1,0,1,41,42,2.38
March 31 2017,Carroll,NH,Passenger,0,1,1,0,1,100
August 31 2020,Walla Walla,WA,Passenger,81,65,146,35880,36026,0.41
June 30 2022,Miami-Dade,FL,Passenger,1,0,1,77,78,1.28
April 30 2018,Maui,HI,Passenger,1,0,1,59,60,1.67
August 31 2018,San Francisco,CA,Passenger,1,1,2,124,126,1.59
February 28 2023,San Bernardino,CA,Passenger,3,1,4,308,312,1.28
November 30 2023,Bartow,GA,Passenger,0,1,1,3,4,25
November 30 2023,Charleston,SC,Passenger,1,2,3,47,50,6
November 30 2023,Walla Walla,WA,Truck,9,0,9,13572,13581,0.07
February 29 2020,Island,WA,Passenger,401,264,665,63417,64082,1.04
November 30 2019,Columbia,WA,Passenger,3,2,5,2444,2449,0.2
June 30 2019,Mecklenburg,NC,Passenger,1,0,1,87,88,1.14
August 31 2021,Frederick,MD,Passenger,1,1,2,68,70,2.86
May 31 2023,Bartow,GA,Passenger,0,1,1,4,5,20
March 31 2022,New York,NY,Passenger,1,0,1,41,42,2.38
September 30 2020,Montgomery,OH,Passenger,0,1,1,49,50,2
September 30 2023,Shelby,AL,Passenger,1,0,1,5,6,16.67
July 31 2021,Clark,WA,Truck,0,0,0,84234,84234,0
October 31 2017,Benton,WA,Truck,0,0,0,40389,40389,0
September 30 2023,Ferry,WA,Truck,0,0,0,3527,3527,0
August 31 2017,Riverside,CA,Passenger,1,2,3,769,772,0.39
June 30 2022,Lincoln,OR,Passenger,0,1,1,28,29,3.45
September 30 2020,Sedgwick,KS,Passenger,1,1,2,96,98,2.04
December 31 2023,El Dorado,CA,Passenger,1,0,1,17,18,5.56
September 30 2022,Deschutes,OR,Passenger,1,0,1,81,82,1.22
August 31 2023,Sarpy,NE,Passenger,1,0,1,52,53,1.89
October 31 2023,Douglas,WA,Truck,8,0,8,12966,12974,0.06
November 30 2023,Skagit,WA,Truck,30,0,30,31385,31415,0.1
August 31 2019,Ada,ID,Passenger,0,2,2,318,320,0.62
June 30 2019,Denver,CO,Passenger,1,0,1,133,134,0.75
January 31 2019,Norfolk,VA,Passenger,2,2,4,344,348,1.15
April 30 2020,Bucks,PA,Passenger,1,0,1,22,23,4.35
September 30 2017,San Juan,WA,Truck,0,0,0,5556,5556,0
August 31 2023,San Juan,WA,Truck,15,0,15,5922,5937,0.25
November 30 2023,Montgomery,OH,Passenger,0,1,1,38,39,2.56
July 31 2018,Pend Oreille,WA,Truck,0,0,0,5699,5699,0
March 31 2017,Volusia,FL,Passenger,0,1,1,49,50,2
February 28 2021,San Juan,WA,Passenger,383,118,501,14052,14553,3.44
July 31 2018,Adams,WA,Passenger,5,5,10,12637,12647,0.08
June 30 2019,Lewis,WA,Truck,0,0,0,25948,25948,0
February 28 2021,Travis,TX,Passenger,3,3,6,175,181,3.31
January 31 2023,Orange,NC,Passenger,0,1,1,6,7,14.29
January 31 2023,Eagle,CO,Passenger,1,0,1,7,8,12.5
April 30 2021,Eagle,CO,Passenger,1,0,1,9,10,10
October 31 2023,Kitsap,WA,Passenger,3707,1429,5136,174860,179996,2.85
November 30 2022,Harris,TX,Passenger,1,0,1,151,152,0.66
September 30 2022,Honolulu,HI,Passenger,4,3,7,355,362,1.93
September 30 2022,Anne Arundel,MD,Passenger,3,3,6,330,336,1.79
August 31 2023,Santa Clara,CA,Passenger,11,3,14,165,179,7.82
January 31 2023,Moore,NC,Passenger,0,1,1,108,109,0.92
May 31 2023,Spokane,WA,Passenger,2228,1063,3291,322519,325810,1.01
June 30 2017,Clark,WA,Truck,0,0,0,77639,77639,0
August 31 2019,Kern,CA,Passenger,0,1,1,225,226,0.44
October 31 2017,Travis,TX,Passenger,1,1,2,197,199,1.01
March 31 2018,Broward,FL,Passenger,0,1,1,133,134,0.75
September 30 2023,Ray,MO,Passenger,0,1,1,0,1,100
October 31 2023,San Bernardino,CA,Passenger,3,1,4,256,260,1.54
June 30 2019,Ferry,WA,Truck,0,0,0,3571,3571,0
October 31 2017,Sangamon,IL,Passenger,1,0,1,11,12,8.33
July 31 2021,Pierce,WA,Passenger,3636,2014,5650,559184,564834,1
February 29 2024,Klickitat,WA,Passenger,190,75,265,14643,14908,1.78
November 30 2019,San Diego,CA,Passenger,10,3,13,2796,2809,0.46
February 28 2022,Harford,MD,Passenger,1,1,2,49,51,3.92
April 30 2017,Marin,CA,Passenger,1,0,1,59,60,1.67
March 31 2020,Deschutes,OR,Passenger,4,0,4,153,157,2.55
February 28 2022,Pierce,WA,Truck,2,0,2,143934,143936,0
December 31 2022,Plaquemines,LA,Passenger,1,1,2,19,21,9.52
December 31 2017,San Mateo,CA,Passenger,0,1,1,149,150,0.67
October 31 2018,Twin Falls,ID,Passenger,0,1,1,23,24,4.17
August 31 2023,Champaign,IL,Passenger,1,0,1,13,14,7.14
August 31 2020,Goochland,VA,Passenger,3,2,5,259,264,1.89
September 30 2021,Powhatan,VA,Passenger,1,0,1,1,2,50
June 30 2023,Hamilton,OH,Passenger,1,0,1,31,32,3.12
February 29 2024,Rockingham,NH,Passenger,1,0,1,10,11,9.09
October 31 2021,Prince William,VA,Passenger,1,2,3,208,211,1.42
September 30 2022,Duval,FL,Passenger,0,2,2,280,282,0.71
April 30 2020,Fairbanks North Star,AK,Passenger,0,1,1,98,99,1.01
August 31 2020,Sacramento,CA,Passenger,1,1,2,276,278,0.72
June 30 2017,Benton,WA,Truck,0,0,0,40055,40055,0
March 31 2017,Snohomish,WA,Truck,1,0,1,122200,122201,0
October 31 2021,Douglas,WA,Truck,0,0,0,12675,12675,0
April 30 2018,Wahkiakum,WA,Truck,0,0,0,1668,1668,0
July 31 2023,San Joaquin,CA,Passenger,0,1,1,70,71,1.41
May 31 2020,Dallas,IA,Passenger,0,1,1,10,11,9.09
June 30 2023,Orange,CA,Passenger,8,3,11,319,330,3.33
September 30 2020,Stevens,WA,Truck,0,0,0,18701,18701,0
April 30 2022,Contra Costa,CA,Passenger,0,3,3,253,256,1.17
October 31 2022,Clallam,WA,Truck,7,0,7,21878,21885,0.03
November 30 2018,Pacific,WA,Truck,0,0,0,7608,7608,0
June 30 2022,Arapahoe,CO,Passenger,0,1,1,93,94,1.06
February 28 2018,Hamilton,IN,Passenger,1,0,1,51,52,1.92
April 30 2017,Collier,FL,Passenger,1,0,1,19,20,5
October 31 2021,Ray,MO,Passenger,0,1,1,1,2,50
December 31 2017,Douglas,WA,Passenger,38,33,71,27173,27244,0.26
January 31 2019,San Diego,CA,Passenger,10,2,12,2591,2603,0.46
October 31 2022,Maui,HI,Passenger,1,0,1,25,26,3.85
August 31 2018,Manatee,FL,Passenger,1,0,1,38,39,2.56
June 30 2017,Lewis,WA,Passenger,51,36,87,55550,55637,0.16
January 31 2017,Duval,FL,Passenger,1,1,2,378,380,0.53
December 31 2018,Stevens,WA,Truck,0,0,0,18759,18759,0
November 30 2017,Walla Walla,WA,Truck,0,0,0,13312,13312,0
August 31 2022,Monterey,CA,Passenger,0,3,3,141,144,2.08
July 31 2021,Klickitat,WA,Passenger,77,50,127,15336,15463,0.82
March 31 2018,Kent,MI,Passenger,0,1,1,34,35,2.86
August 31 2017,Marin,CA,Passenger,1,0,1,57,58,1.72
October 31 2023,Wichita,TX,Passenger,2,0,2,32,34,5.88
June 30 2023,Geary,KS,Passenger,1,0,1,69,70,1.43
November 30 2018,Eagle,CO,Passenger,1,0,1,5,6,16.67
May 31 2020,Twin Falls,ID,Passenger,0,1,1,28,29,3.45
December 31 2020,Benton,WA,Passenger,439,355,794,134942,135736,0.58
December 31 2020,Skamania,WA,Truck,0,0,0,4003,4003,0
October 31 2018,Pacific,WA,Truck,0,0,0,7628,7628,0
February 28 2019,Marion,OR,Passenger,1,0,1,120,121,0.83
March 31 2023,Rockdale,GA,Passenger,1,0,1,5,6,16.67
February 29 2024,Galveston,TX,Passenger,0,1,1,12,13,7.69
June 30 2017,Benton,WA,Passenger,148,143,291,128502,128793,0.23
October 31 2019,Charles,MD,Passenger,0,1,1,87,88,1.14
August 31 2021,Larimer,CO,Passenger,1,0,1,47,48,2.08
February 28 2019,Cowlitz,WA,Truck,0,0,0,28724,28724,0
May 31 2020,Stevens,WA,Truck,0,0,0,18595,18595,0
October 31 2019,Sacramento,CA,Passenger,0,1,1,307,308,0.32
November 30 2021,San Joaquin,CA,Passenger,1,1,2,101,103,1.94
August 31 2020,Portsmouth,VA,Passenger,0,1,1,75,76,1.32
September 30 2020,New York,NY,Passenger,1,0,1,59,60,1.67
August 31 2019,Broward,FL,Passenger,2,1,3,131,134,2.24
July 31 2021,Santa Cruz,CA,Passenger,1,0,1,28,29,3.45
February 28 2021,Flathead,MT,Passenger,1,0,1,52,53,1.89
May 31 2022,Clark,WA,Truck,5,0,5,82870,82875,0.01
April 30 2019,Cascade,MT,Passenger,0,1,1,63,64,1.56
February 29 2020,Lewis,WA,Passenger,108,107,215,59572,59787,0.36
August 31 2022,Pulaski,AR,Passenger,1,0,1,28,29,3.45
June 30 2020,Williamson,TX,Passenger,0,2,2,141,143,1.4
August 31 2019,Santa Cruz,CA,Passenger,1,0,1,40,41,2.44
June 30 2019,Sarasota,FL,Passenger,1,0,1,31,32,3.12
September 30 2023,Yellowstone,MT,Passenger,0,1,1,10,11,9.09
June 30 2018,Arlington,VA,Passenger,1,2,3,175,178,1.69
June 30 2018,Northampton,PA,Passenger,0,1,1,66,67,1.49
April 30 2023,Yakima,WA,Passenger,466,241,707,165934,166641,0.42
January 31 2020,Clark,NV,Passenger,4,2,6,707,713,0.84
August 31 2022,Ada,ID,Passenger,1,0,1,163,164,0.61
February 28 2023,Stafford,VA,Passenger,3,1,4,86,90,4.44
May 31 2022,Howard,IN,Passenger,0,1,1,4,5,20
October 31 2019,Snohomish,WA,Truck,0,0,0,122999,122999,0
September 30 2017,Columbia,WA,Passenger,1,1,2,2379,2381,0.08
February 28 2022,Nassau,NY,Passenger,3,0,3,32,35,8.57
February 29 2020,Washington,OR,Passenger,1,0,1,470,471,0.21
December 31 2023,Pitt,NC,Passenger,0,1,1,3,4,25
March 31 2020,King,WA,Passenger,23880,7718,31598,1396610,1428208,2.21
October 31 2018,Whatcom,WA,Passenger,700,340,1040,148776,149816,0.69
May 31 2022,Clackamas,OR,Passenger,2,0,2,153,155,1.29
April 30 2023,Mercer,NJ,Passenger,0,1,1,13,14,7.14
October 31 2017,Utah,UT,Passenger,0,1,1,148,149,0.67
April 30 2022,Spokane,WA,Truck,0,0,0,102332,102332,0
February 29 2020,Lewis,WA,Truck,0,0,0,26100,26100,0
January 31 2024,Nueces,TX,Passenger,1,1,2,42,44,4.55
January 31 2024,St. Louis,MN,Passenger,0,1,1,5,6,16.67
April 30 2022,Adams,WA,Passenger,16,10,26,12970,12996,0.2
August 31 2018,Grays Harbor,WA,Truck,0,0,0,20304,20304,0
October 31 2021,Onslow,NC,Passenger,0,1,1,174,175,0.57
April 30 2022,Sumter,SC,Passenger,0,1,1,31,32,3.12
December 31 2023,York,VA,Passenger,1,0,1,62,63,1.59
January 31 2023,Lee,AL,Passenger,1,0,1,14,15,6.67
January 31 2019,Douglas,WA,Passenger,51,35,86,28009,28095,0.31
April 30 2019,Cowlitz,WA,Passenger,89,101,190,72737,72927,0.26
September 30 2019,Kittitas,WA,Passenger,81,44,125,29830,29955,0.42
January 31 2024,Skamania,WA,Passenger,137,53,190,7751,7941,2.39
November 30 2021,Santa Clara,CA,Passenger,8,1,9,261,270,3.33
January 31 2022,Lewis,WA,Truck,0,0,0,26645,26645,0
October 31 2017,Hamilton,IN,Passenger,1,0,1,58,59,1.69
August 31 2020,Shelby,OH,Passenger,0,1,1,2,3,33.33
June 30 2018,Kitsap,WA,Passenger,796,460,1256,178497,179753,0.7
March 31 2022,Lewis,WA,Passenger,225,166,391,59469,59860,0.65
March 31 2023,Okanogan,WA,Truck,3,0,3,16495,16498,0.02
October 31 2018,Multnomah,OR,Passenger,3,4,7,769,776,0.9
December 31 2019,Ventura,CA,Passenger,0,2,2,308,310,0.65
May 31 2018,Lumpkin,GA,Passenger,1,0,1,7,8,12.5
July 31 2023,Thurston,WA,Passenger,3191,1256,4447,190075,194522,2.29
February 29 2020,Clallam,WA,Truck,1,0,1,21833,21834,0
January 31 2021,Philadelphia,PA,Passenger,1,0,1,61,62,1.61
April 30 2022,Yellowstone,MT,Passenger,0,1,1,25,26,3.85
October 31 2018,Thurston,WA,Passenger,663,551,1214,194985,196199,0.62
February 29 2020,Klickitat,WA,Passenger,49,41,90,15684,15774,0.57
January 31 2022,Adams,WA,Truck,0,0,0,5433,5433,0
June 30 2018,Charles,MD,Passenger,0,1,1,83,84,1.19
March 31 2023,Charleston,SC,Passenger,2,2,4,59,63,6.35
November 30 2022,St. Mary's,MD,Passenger,1,0,1,178,179,0.56
September 30 2017,Klickitat,WA,Passenger,23,26,49,14775,14824,0.33
July 31 2022,Placer,CA,Passenger,2,0,2,70,72,2.78
August 31 2021,Flathead,MT,Passenger,1,0,1,50,51,1.96
September 30 2022,Fulton,GA,Passenger,1,0,1,69,70,1.43
December 31 2020,Anchorage,AK,Passenger,1,0,1,152,153,0.65
July 31 2023,DeKalb,GA,Passenger,2,0,2,38,40,5
January 31 2018,Sacramento,CA,Passenger,1,1,2,317,319,0.63
October 31 2020,Nueces,TX,Passenger,1,0,1,85,86,1.16
May 31 2017,Moore,NC,Passenger,0,1,1,201,202,0.5
April 30 2021,Lake,IL,Passenger,2,0,2,167,169,1.18
November 30 2022,San Juan,WA,Passenger,553,168,721,13966,14687,4.91
October 31 2021,Douglas,NE,Passenger,1,1,2,54,56,3.57
February 28 2021,Philadelphia,PA,Passenger,1,0,1,60,61,1.64
March 31 2017,Essex,NJ,Passenger,1,0,1,18,19,5.26
June 30 2019,Snohomish,WA,Passenger,3472,1593,5065,531401,536466,0.94
March 31 2021,Pierce,WA,Truck,0,0,0,145274,145274,0
February 28 2023,Yuba,CA,Passenger,1,0,1,57,58,1.72
February 28 2017,Alameda,CA,Passenger,3,1,4,394,398,1.01
April 30 2019,Alameda,CA,Passenger,2,2,4,321,325,1.23
May 31 2022,Clark,WA,Passenger,3935,1734,5669,316542,322211,1.76
April 30 2023,Okanogan,WA,Passenger,120,58,178,26111,26289,0.68
October 31 2022,Kitsap,WA,Truck,25,0,25,53061,53086,0.05
July 31 2020,Spokane,WA,Truck,1,0,1,98959,98960,0
April 30 2019,Columbia,WA,Truck,0,0,0,1531,1531,0
April 30 2017,Kittitas,WA,Passenger,22,17,39,27200,27239,0.14
August 31 2021,Benton,WA,Passenger,565,409,974,136140,137114,0.71
June 30 2021,Garfield,WA,Passenger,0,3,3,1373,1376,0.22
November 30 2021,Howard,MD,Passenger,0,2,2,62,64,3.12
April 30 2021,Columbia,OR,Passenger,1,0,1,20,21,4.76
June 30 2022,King,WA,Passenger,40710,11306,52016,1347586,1399602,3.72
November 30 2020,Polk,FL,Passenger,1,0,1,69,70,1.43
May 31 2018,Hamilton,TN,Passenger,1,0,1,23,24,4.17
December 31 2022,Muscogee,GA,Passenger,0,1,1,114,115,0.87
October 31 2021,Sevier,AR,Passenger,0,1,1,0,1,100
October 31 2018,Camden,NJ,Passenger,0,1,1,27,28,3.57
August 31 2020,Larimer,CO,Passenger,1,0,1,49,50,2
December 31 2023,Collier,FL,Passenger,1,0,1,13,14,7.14
April 30 2017,Pima,AZ,Passenger,0,2,2,451,453,0.44
November 30 2022,Gwinnett,GA,Passenger,1,0,1,50,51,1.96
April 30 2023,Collin,TX,Passenger,4,0,4,53,57,7.02
August 31 2023,Hennepin,MN,Passenger,1,0,1,34,35,2.86
August 31 2020,Camden,NJ,Passenger,0,1,1,23,24,4.17
April 30 2022,Williamsburg,VA,Passenger,0,1,1,6,7,14.29
April 30 2017,New Haven,CT,Passenger,0,1,1,59,60,1.67
January 31 2019,Skamania,WA,Truck,0,0,0,4007,4007,0
December 31 2020,Arapahoe,CO,Passenger,1,0,1,131,132,0.76
January 31 2020,Franklin,WA,Truck,0,0,0,19847,19847,0
February 28 2021,Carson City,NV,Passenger,1,0,1,12,13,7.69
May 31 2021,Louisa,VA,Passenger,0,1,1,1,2,50
September 30 2022,Contra Costa,CA,Passenger,0,3,3,226,229,1.31
October 31 2023,Douglas,CO,Passenger,0,1,1,44,45,2.22
August 31 2023,Howard,MD,Passenger,0,2,2,52,54,3.7
July 31 2023,Ulster,NY,Passenger,1,0,1,8,9,11.11
July 31 2022,Clinton,PA,Passenger,1,0,1,1,2,50
September 30 2021,Harford,MD,Passenger,0,1,1,53,54,1.85
January 31 2018,San Juan,WA,Truck,0,0,0,5641,5641,0
February 28 2018,Nassau,NY,Passenger,1,0,1,39,40,2.5
July 31 2017,Tarrant,TX,Passenger,1,0,1,241,242,0.41
January 31 2022,St. Mary's,MD,Passenger,1,0,1,201,202,0.5
April 30 2020,Pinal,AZ,Passenger,1,0,1,192,193,0.52
June 30 2018,Twin Falls,ID,Passenger,0,1,1,23,24,4.17
April 30 2022,Lake,IN,Passenger,0,1,1,9,10,10
April 30 2023,Pierce,WA,Truck,140,0,140,137746,137886,0.1
August 31 2023,San Juan,WA,Passenger,643,175,818,13752,14570,5.61
September 30 2020,Bucks,PA,Passenger,1,0,1,22,23,4.35
December 31 2022,Newport News,VA,Passenger,1,0,1,107,108,0.93
December 31 2019,Shasta,CA,Passenger,1,0,1,40,41,2.44
August 31 2022,Stevens,WA,Truck,1,0,1,18892,18893,0.01
November 30 2019,Kittitas,WA,Truck,0,0,0,14621,14621,0
January 31 2019,Thurston,WA,Truck,0,0,0,54919,54919,0
August 31 2023,Skagit,WA,Passenger,1188,435,1623,88578,90201,1.8
August 31 2020,Chelan,WA,Passenger,248,80,328,54170,54498,0.6
July 31 2021,Contra Costa,CA,Passenger,2,3,5,259,264,1.89
August 31 2019,Bucks,PA,Passenger,1,0,1,25,26,3.85
February 28 2022,Wilson,TX,Passenger,0,1,1,3,4,25
December 31 2022,Snohomish,WA,Truck,91,0,91,122478,122569,0.07
April 30 2021,Lincoln,WA,Truck,0,0,0,4750,4750,0
March 31 2019,Asotin,WA,Passenger,12,9,21,12657,12678,0.17
January 31 2023,Columbia,WA,Truck,0,0,0,1574,1574,0
June 30 2019,Alameda,CA,Passenger,3,2,5,315,320,1.56
June 30 2021,Travis,TX,Passenger,3,3,6,171,177,3.39
September 30 2017,Palm Beach,FL,Passenger,0,2,2,95,97,2.06
January 31 2024,Houston,GA,Passenger,1,0,1,26,27,3.7
September 30 2019,Klamath,OR,Passenger,1,0,1,41,42,2.38
December 31 2019,Queens,NY,Passenger,1,0,1,53,54,1.85
January 31 2022,Yellowstone,MT,Passenger,0,1,1,31,32,3.12
April 30 2019,Mason,WA,Passenger,117,116,233,46852,47085,0.49
February 28 2022,Asotin,WA,Passenger,22,18,40,12631,12671,0.32
January 31 2022,Riverside,CA,Passenger,5,1,6,512,518,1.16
December 31 2023,Jefferson,WA,Truck,18,0,18,9153,9171,0.2
February 29 2024,Asotin,WA,Truck,2,0,2,6389,6391,0.03
July 31 2021,New Haven,CT,Passenger,0,2,2,34,36,5.56
September 30 2019,Tulsa,OK,Passenger,1,1,2,53,55,3.64
July 31 2019,Kitsap,WA,Passenger,1092,625,1717,181201,182918,0.94
April 30 2022,Pacific,WA,Passenger,60,68,128,15926,16054,0.8
December 31 2022,Chelan,WA,Truck,13,0,13,23081,23094,0.06
May 31 2019,Douglas,WA,Truck,0,0,0,12180,12180,0
August 31 2023,Chesapeake,VA,Passenger,2,2,4,278,282,1.42
March 31 2021,Broward,FL,Passenger,1,0,1,115,116,0.86
October 31 2022,Benton,WA,Truck,7,0,7,43322,43329,0.02
July 31 2019,Arlington,VA,Passenger,0,2,2,160,162,1.23
January 31 2018,San Mateo,CA,Passenger,0,1,1,144,145,0.69
April 30 2023,Santa Clara,CA,Passenger,10,4,14,191,205,6.83
March 31 2020,Pend Oreille,WA,Truck,0,0,0,5755,5755,0
September 30 2020,Lincoln,WA,Truck,0,0,0,4638,4638,0
August 31 2018,Asotin,WA,Passenger,11,8,19,12659,12678,0.15
September 30 2020,Hillsborough,FL,Passenger,0,1,1,176,177,0.56
December 31 2021,Tarrant,TX,Passenger,2,0,2,144,146,1.37
January 31 2023,,,Passenger,4,0,4,284,288,1.39
February 28 2023,Ventura,CA,Passenger,3,2,5,222,227,2.2
December 31 2018,Hennepin,MN,Passenger,2,0,2,103,105,1.9
August 31 2020,New London,CT,Passenger,1,1,2,236,238,0.84
November 30 2019,Clark,NV,Passenger,5,2,7,704,711,0.98
April 30 2017,Chelan,WA,Truck,0,0,0,21207,21207,0
January 31 2017,Northampton,PA,Passenger,2,0,2,259,261,0.77
January 31 2020,Alexandria,VA,Passenger,1,0,1,143,144,0.69
December 31 2021,Sedgwick,KS,Passenger,1,1,2,85,87,2.3
April 30 2023,Lee,AL,Passenger,1,0,1,14,15,6.67
December 31 2020,Solano,CA,Passenger,1,0,1,204,205,0.49
April 30 2017,Norfolk,VA,Passenger,1,1,2,302,304,0.66
February 28 2017,Maricopa,AZ,Passenger,3,1,4,1890,1894,0.21
February 29 2020,Nueces,TX,Passenger,1,0,1,81,82,1.22
June 30 2021,Adams,WA,Passenger,16,11,27,13028,13055,0.21
November 30 2018,Skagit,WA,Truck,1,0,1,32338,32339,0
December 31 2017,Queens,NY,Passenger,1,0,1,61,62,1.61
May 31 2021,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50
April 30 2020,King,WA,Truck,5,1,6,181489,181495,0
October 31 2019,Pend Oreille,WA,Passenger,7,6,13,9491,9504,0.14
December 31 2017,Maui,HI,Passenger,1,0,1,68,69,1.45
February 28 2022,Allen,IN,Passenger,1,0,1,19,20,5
October 31 2021,Houston,GA,Passenger,1,0,1,44,45,2.22
September 30 2022,Snohomish,WA,Passenger,9062,2621,11683,530762,542445,2.15
June 30 2017,Lincoln,WA,Truck,0,0,0,4429,4429,0
September 30 2020,Denver,CO,Passenger,1,0,1,119,120,0.83
October 31 2020,Ramsey,MN,Passenger,1,0,1,36,37,2.7
March 31 2018,Multnomah,OR,Passenger,3,4,7,821,828,0.85
February 29 2020,Tulsa,OK,Passenger,1,1,2,52,54,3.7
October 31 2022,Hillsborough,FL,Passenger,1,2,3,121,124,2.42
February 28 2017,Monroe,NY,Passenger,1,0,1,29,30,3.33
January 31 2020,Mercer,NJ,Passenger,0,1,1,19,20,5
October 31 2017,Yakima,WA,Passenger,57,72,129,160996,161125,0.08
April 30 2019,Riverside,CA,Passenger,2,2,4,664,668,0.6
August 31 2019,Stevens,WA,Truck,0,0,0,18712,18712,0
July 31 2018,Pend Oreille,WA,Passenger,5,5,10,9580,9590,0.1
March 31 2023,Leavenworth,KS,Passenger,0,1,1,90,91,1.1
January 31 2018,Moore,NC,Passenger,0,1,1,198,199,0.5
March 31 2017,Lee,AL,Passenger,1,0,1,35,36,2.78
